Drug,SELFIES
DB02567,[C][N][C][=N][C][=Branch2][Ring1][#Branch2][=N][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][Ring1][#Branch2][=O][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][Cl][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][S][C]
DB02587,[C][C][=Branch1][C][=O][O][C][C][Branch2][Ring2][P][C][C][Branch2][Ring2][Branch2][C][C][C][Branch2][Ring1][P][C][Ring1][=Branch1][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Ring1][#Branch2][Branch1][#C][O][C][Branch1][=Branch1][C][C][Ring1][=Branch1][=O][Branch1][C][C][C][=C][C][O][C][O][Branch1][C][C][C][O]
DB02656,[C][C][O][C][C][N][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB02701,[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N]
DB02709,[C][=C][C][=Branch2][Ring1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][O]
DB02733,[C][C][Branch1][C][C][C][Branch1][Ring1][C][O][N][C][=N][C][=Branch2][Ring1][Ring2][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C][Branch1][C][C][C][N][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][Cl]
DB02740,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch1][=C][N][Ring1][=Branch1][C][C][C][C][=Branch1][C][=O][O]
DB02789,[C][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][=Branch2][C][C][C][C][Ring1][=Branch1][C][C][=C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][C]
DB02857,[C][=N][C][=C][Branch2][Ring1][Branch1][N][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][N][=C][Branch1][=Branch1][N][C][Ring1][S][=O][N]
DB02877,[C][C][=Branch1][P][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][C][Ring1][Branch2][Branch1][C][C][C][Branch1][C][C][C]
DB02932,[C][C][Branch2][Ring1][Ring2][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][Branch1][C][F][Branch1][C][F][F][O]
DB03010,[C][C][C][C][C][C][Branch2][Branch1][#Branch2][C][Branch1][Ring2][O][Ring1][Ring1][C][C][Branch2][Ring1][S][O][C][=Branch1][C][=O][C][C][Branch2][Ring1][Branch1][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Ring2][Ring1][Ring1][O][C][Branch1][C][C][C][O][C][=Branch1][N][=C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][C][C]
DB03044,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][S][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][O][C][C][N][C][C][O][C][C][Ring1][=Branch1]
DB03285,[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O]
DB03419,[C][=C][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]
DB03424,[C][C][Branch1][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][Branch1][=C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][O]
DB03467,[C][C][Branch2][Ring1][Ring2][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB03496,[C][N][C][C][C][Branch1][Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][=C][Branch2][Ring1][=N][C][=C][Branch2][Ring1][#Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][O]
DB03566,[C][Branch1][Branch2][C][C][N][C][C][C][N][C][N]
DB03604,[C][=C][C][=Branch2][Ring1][#C][=C][Branch2][Ring1][#Branch2][C][=C][Ring1][=Branch1][O][C][=C][Branch1][S][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][I][C][C][=Branch1][C][=O][O][I][I][O]
DB03608,[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=N][N][N][N][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=N][N]
DB03754,[C][Branch1][O][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N][O]
DB03793,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
DB03796,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
DB03841,[C][C][Branch1][C][C][Branch1][C][C][C][O][C][=C][Branch2][Ring1][#Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O][C][#N]
DB03849,[C][O][C][=C][Branch2][Ring1][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][#C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][#N][O][C][C][C][C][C][Ring1][Branch1]
DB03880,[C][C][Branch1][C][C][C][C][Branch2][Ring1][Ring1][C][Branch1][#Branch2][C][S][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C]
DB03994,[C][Branch1][Ring1][C][O][N]
DB04106,[C][C][O][P][=Branch1][C][=O][Branch2][Ring1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][Cl][N][=O][O][C][C]
DB04115,[C][O][C][=C][Branch2][Ring2][C][C][=C][N+1][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][C][Ring1][=C][O][C][O][Ring1][=Branch2][O][C]
DB04149,[C][O][C][=C][Branch2][Ring1][Ring1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][O][C][C][C][C][C][Ring1][Branch1]
DB04216,[C][=C][C][=Branch2][Ring2][Branch1][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][O][O][O][O][O][O]
DB04258,[C][C][C][Branch1][Ring1][C][C][Branch2][Ring2][O][C][=C][C][=C][C][Branch1][C][C][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][Branch2][C][C][C][C][Ring1][=Branch1][=C][C][=C][C][C][Branch1][#Branch2][C][C][Branch1][Branch1][C][Ring1][=Branch1][=C][O][O][C][O]
DB04297,[C][C][Branch1][=C][C][=C][Branch1][C][C][C][=C][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][C][C][C]
DB04331,[C][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=S][N][C][Ring1][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C]
DB04365,[C][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C]
DB04552,[C][=C][C][=Branch2][Ring1][Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][F][Branch1][C][F][F]
DB04573,[C][C][C][C][C][C][Branch1][=N][C][Ring1][=Branch1][C][C][Branch1][Branch1][C][Ring1][=Branch2][O][O][C][C][C][=C][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O]
DB04576,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][Branch2][Ring1][=N][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][N][Branch1][=C][C][=C][Branch1][Branch1][C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][C][C][F][F]
DB04599,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=O]
DB04665,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O][Ring1][Branch2]
DB04690,[C][C][C][Branch2][Ring2][=Branch1][C][=C][Branch1][#Branch1][C][O][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][Ring1][=N][=C][Ring2][Ring1][=Branch1][O]
DB04703,[C][C][C][Branch2][=Branch1][S][C][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Branch1][Branch2][C][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][=C][C][=Branch2][Ring1][S][=C][C][=Branch1][C][=O][C][C][Branch1][Branch2][O][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O][O][O][O][O][O][O]
DB04716,[C][C][Branch1][C][C][Branch1][C][C][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][=C][Ring1][N][C][=C][N][C][Ring1][=Branch1][=O]
DB04725,[C][C][Branch2][Ring2][N][C][C][=C][Branch2][Ring1][=C][C][=Branch1][S][=C][Branch1][#Branch1][N][Ring1][Branch1][C][Ring1][Branch2][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
DB04743,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB04751,[C][C][Branch1][C][C][C][Branch1][Ring1][C][O][N][C][=N][C][=Branch2][Ring1][Ring2][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C][Branch1][C][C][C][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl]
DB04786,[C][C][=C][Branch2][Branch1][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][P][=C][C][=Branch2][Ring1][Ring2][=C][C][Ring1][=Branch1][=C][Branch1][Branch1][C][=C][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch2][Branch1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][P][=C][C][=Branch2][Ring1][Ring2][=C][C][Ring1][=Branch1][=C][Branch1][Branch1][C][=C][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C]
DB04794,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1]
DB04820,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][C][N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1]
DB04835,[C][C][=N][N][=C][Branch2][Branch1][C][N][Ring1][Branch1][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][C][F][F][C][Branch1][C][C][C]
DB04838,[C][C][C][C][Branch1][N][C][C][Branch1][Ring2][C][Ring1][=Branch1][Branch1][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
DB04839,[C][C][=Branch1][C][=O][C][Branch2][Ring2][Branch2][C][C][C][C][Ring1][Branch1][Branch2][Ring1][=C][C][C][C][C][Ring1][=Branch1][C][=C][Branch2][Ring1][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][Ring1][N][Ring1][Branch2][C][Cl][C][O][C][=Branch1][C][=O][C]
DB04841,[C][C][N][Branch1][P][C][C][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB04843,[C][N+1][Branch2][Ring2][Branch1][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C]
DB04844,[C][C][Branch1][C][C][C][C][C][N][C][C][C][=C][C][=Branch2][Ring1][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][Ring1][=C][=O][O][C][O][C]
DB04845,[C][C][C][C][C][C][Branch2][Branch1][#Branch2][C][Branch1][Ring2][O][Ring1][Ring1][C][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][C][Branch2][Ring1][Branch1][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Ring2][Ring1][Ring1][O][C][Branch1][C][C][C][O][C][=Branch1][N][=C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][C][C]
DB04849,[C][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=Branch1][Branch1][=C][Ring1][#Branch1][F][O][C][=N][C][=N][C][=C][C][=Branch1][N][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][O][C][O][C][C][C][N][C][C][C][C][Ring1][Branch1]
DB04855,[C][C][C][C][C][=C][Branch2][Ring1][=Branch2][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][C][C]
DB04861,[C][C][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][O][C][Ring1][O][C][Branch2][Ring1][N][C][N][C][C][Branch2][Ring1][Ring2][C][C][C][C][=C][Branch1][Ring2][O][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][F][O][O]
DB04864,[C][C][=C][C][C][C][=C][Branch1][#C][C][Ring1][=Branch1][Branch1][=Branch2][C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][N][C][=C][C][=Branch1][C][=O][N][Ring1][=N]
DB04868,[C][C][=C][Branch2][Ring2][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][N][C][=C][Branch1][Branch1][N][=C][Ring1][Branch1][C][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1]
DB04873,[C][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][N][Branch1][#Branch1][C][C][C][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N]
DB04876,[C][C][C][Branch2][Ring2][Ring2][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][#Branch2][O][C][#N]
DB04878,[C][C][Branch2][Ring1][Branch1][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Ring1][=Branch1][Branch1][Ring1][C][O][O][O][O][O][N][C][Branch1][Ring1][C][O][C][O]
DB04879,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch2][Ring1][C][=N][N][=C][Ring1][#Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][C][=C][C][=N][C][=C][Ring1][=Branch1]
DB04881,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][C][C][C][=C][C][=Branch1][=N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][O][C][O][C]
DB04890,[C][C][N][Branch2][Ring1][=N][C][C][C][Ring1][=Branch1][O][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][C][C][=Branch1][C][=O][O]
DB04896,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Ring1][Ring1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB04898,[C][C][O][C][=Branch1][C][=O][C][N][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][Ring1][=N][O][N]
DB04905,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB04942,[C][C][Branch2][Ring2][O][C][C][C][Branch2][Ring1][P][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][Branch1][C][C][C][C]
DB04946,[C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][=Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][O][C][=C][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][O][C]
DB04953,[C][C][O][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][N]
DB04960,[C][N][C][=N][C][=C][Ring1][Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][Ring1][=Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][C][N]
DB05013,[C][C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][=Branch2][Ring2][=N][=C][C][C][Ring1][Branch1][Branch2][Ring2][Ring2][C][Branch2][Ring1][#C][C][=Branch2][Ring1][=Branch2][=C][C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][Branch1][Branch2][C][Ring1][Ring1][Branch1][C][C][C][C][C][Ring1][#C][C][C][O][O][O][C]
DB05039,[C][C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][C][Branch1][Branch2][C][C][Ring1][Branch1][=C][Ring1][=Branch2][N][C][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=C][Branch1][Branch1][C][=C][Ring1][O][O][O][C][C]
DB05076,[C][C][=C][Branch1][=N][C][Branch1][=Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][C][=Branch2][Ring1][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C]
DB05294,[C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][O][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][#Branch1][N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][F][O][C]
DB05381,[C][=C][Branch1][=Branch1][N][C][=N][Ring1][Branch1][C][C][N]
DB05424,[C][=C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][S][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch1][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Cl][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1]
DB05448,[C][C][C][Branch1][C][C][S][S][C][=N][C][=C][N][Ring1][Branch1]
DB05465,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=N][C][=C][C][=Branch1][N][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][O][C][O][C][C][C][N][C][C][C][C][C][Ring1][=Branch1]
DB05812,[C][C][C][C][C][Branch2][Ring1][P][C][C][Ring1][=Branch1][=C][C][C][C][Ring1][#Branch2][C][C][C][Branch1][P][C][Ring1][=Branch1][C][C][=C][Ring1][Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1][C][O]
DB06148,[C][N][C][C][N][C][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
DB06155,[C][C][=C][Branch2][Ring2][Ring2][N][Branch2][Ring1][C][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB06203,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N]
DB06207,[C][C][Branch2][Ring1][=C][C][C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][Branch1][Branch1][C][C][Ring1][#Branch2][C][C][C][O][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F]
DB06209,[C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][C][N][Branch1][Ring2][C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][C][C][Ring1][Ring1]
DB06216,[C][N][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][O][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1].[C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
DB06218,[C][C][=Branch1][C][=O][N][C][Branch1][Ring2][C][O][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB06228,[C][C][O][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][Branch1][=Branch1][O][C][Ring1][Branch1][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][Cl]
DB06268,[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=C][S][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][Cl][O][C][O][Ring2][Ring1][#Branch2]
